video_id,umap_0,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9,umap_10,umap_11,umap_12,umap_13,umap_14,umap_15,umap_16,umap_17,umap_18,umap_19
6860766213992090886,-5.831742,20.243843,7.621242,6.0345654,33.289753,5.063842,1.257052,21.45406,17.539207,4.8545384,6.8113565,3.9268193,-4.0008054,24.250013,11.485011,4.707879,-20.444899,0.60920703,9.996133,-11.099908
6864806467329903878,-6.0193167,20.7712,7.916879,6.192178,33.28582,4.8007126,2.1682062,21.809622,17.944513,4.580201,6.9067163,3.3616464,-3.6329477,24.405523,11.819503,4.8957987,-21.015097,1.0455377,9.919942,-10.832069
6869621825035357441,-6.3457913,20.290583,8.296629,6.085059,33.321526,4.6885157,2.4147334,22.31029,17.570423,4.7853622,5.973765,3.1531534,-3.3827863,24.825157,11.802778,5.1225114,-20.121128,1.0762016,9.64539,-11.246026
6874890977631390978,-5.803695,20.171858,7.626963,6.038255,33.29155,5.051663,1.2917773,21.483114,17.465744,5.0214734,6.7321825,3.9516125,-3.9906058,24.29162,11.472929,4.762841,-20.457512,0.58041644,9.990852,-11.03702
6875610422578351362,-5.8067474,20.262014,7.696159,5.997082,33.27539,5.414843,1.3064495,21.308687,17.576832,4.829008,6.880079,3.837818,-3.989337,24.23675,11.6904335,4.7117467,-20.553234,0.9664412,10.018874,-10.979313
6875699019520298242,-5.8310924,19.809803,8.6622925,5.888601,32.864845,5.1544185,2.47807,21.765547,17.514057,5.8770986,6.582799,3.0709646,-3.2075043,25.342018,12.370697,5.507445,-20.621983,1.034023,10.551594,-10.734204
6876362124260691202,-6.1921244,19.990961,8.721841,5.943169,33.357304,5.627224,2.4428856,21.751146,18.080982,4.8971653,6.5318413,3.1270616,-3.372364,24.851795,12.345752,5.359399,-20.570162,1.2290626,10.163402,-11.161318
6876369843591941377,-6.4180584,20.273706,8.092699,6.004678,33.423634,4.979794,1.9249676,22.018717,17.63092,4.3139257,6.141713,3.312969,-3.5919898,24.590946,11.71378,4.779536,-19.711878,0.9826979,9.586511,-11.68692
6876847536938749185,-6.4470954,20.301212,8.057004,6.042838,33.452965,4.749434,2.303267,22.154425,17.646334,4.587674,6.101144,3.18785,-3.379256,24.80544,11.812205,4.8711243,-19.909231,0.8736698,9.541161,-11.616505
6880117942432959746,-5.8890386,20.289877,8.214908,6.142391,32.98625,4.205893,2.5408275,22.176325,17.50527,5.6330996,6.512176,3.223213,-3.2859504,25.104513,11.855318,5.3588443,-20.806185,0.60198253,10.222872,-10.689918
6880792115329142018,-6.263821,20.540565,8.699298,6.082657,33.2417,5.2130113,2.6993484,21.945997,18.194134,4.4482493,6.726178,2.8157554,-3.3121321,24.798313,12.337879,5.2261524,-20.647432,1.4624552,10.113384,-11.080728
6883389583271185666,-6.1013207,20.308918,8.362001,6.069851,33.186184,4.869479,2.5271883,21.993326,17.785995,5.081431,6.5250034,3.0994937,-3.3228412,24.919521,12.0881815,5.214727,-20.680157,1.0279007,10.057033,-10.939597
6883561429727726850,-6.0021477,20.729586,7.917137,6.1574726,33.340607,5.016575,2.1132853,21.624506,18.097107,4.525189,7.0945373,3.390912,-3.654566,24.369606,11.925009,4.865842,-21.075308,1.0132904,10.00536,-10.910733
6883876793380572417,-6.133612,20.218082,8.458454,6.0144057,33.032536,4.7882867,2.5248113,22.045477,17.553333,5.1331553,6.406512,2.9016914,-3.2436798,25.143883,12.146945,5.1430335,-20.18478,1.0759295,10.105363,-11.105001
6885735124013550850,-5.852746,19.68571,8.834434,5.860222,32.879456,5.295313,2.526346,21.786358,17.540134,5.923909,6.488775,3.047507,-3.1869586,25.383516,12.436187,5.626091,-20.583857,1.1025299,10.58604,-10.734109
6885984385670122753,-6.096409,19.845995,8.918353,5.8831573,33.16179,5.6893983,2.583667,21.755728,17.89472,5.273168,6.475416,2.9745243,-3.247611,25.118376,12.527291,5.5215755,-20.525097,1.4130338,10.340522,-10.986508
6886076315288554754,-5.8177376,19.671047,8.82917,5.840004,32.84784,5.357349,2.512041,21.703787,17.553602,5.96467,6.587919,3.0324278,-3.174159,25.417683,12.4944725,5.6081705,-20.603947,1.0977385,10.6581335,-10.737697
6887883845954178305,-6.378526,20.041586,8.488647,5.9438353,33.42471,5.384265,2.2337635,21.93349,17.827745,4.6010556,6.1864796,3.1713312,-3.437597,24.780155,12.07275,5.099432,-19.987356,1.1683117,9.81446,-11.517485
6891645296233794817,-6.1256013,20.597034,8.152405,6.103067,33.369408,5.2325583,2.2170472,21.69812,18.092741,4.4515176,6.8760448,3.2592113,-3.5805836,24.465853,12.048656,4.9555025,-20.827785,1.2187531,9.956599,-11.044068
6893888228848389377,-5.9999185,20.722893,8.069993,6.1187544,33.24626,5.1238756,2.2289457,21.58936,18.132032,4.539697,7.1673274,3.2360027,-3.5610871,24.49592,12.098618,4.9239416,-21.073711,1.1552559,10.128732,-10.898385
6894530886105042178,-6.211362,20.289785,8.172874,6.0883837,33.320858,4.77817,2.1641796,22.117117,17.59125,4.795624,6.181786,3.3313026,-3.5385313,24.67184,11.734145,5.052505,-20.2396,0.982947,9.74388,-11.170178
6895288761354112258,-5.978268,19.859026,7.9933558,5.9583187,33.13781,4.6903944,1.7735269,21.923126,17.156641,5.455086,6.1494474,3.5832698,-3.5827212,24.913385,11.632895,5.0508585,-19.909021,0.56541973,9.98071,-11.229824
6895292772857826562,-6.382336,20.706566,8.585948,6.1007843,33.276123,5.170511,2.623183,22.01315,18.127102,4.116746,6.620104,2.7662845,-3.3616068,24.691248,12.249216,5.040377,-20.394463,1.6299968,9.90229,-11.227391
6895747396404284674,-6.107299,20.904991,7.9839106,6.1919208,33.31074,4.8801146,2.2784288,21.78154,18.121357,4.310108,7.032639,3.2167768,-3.579533,24.400763,11.945666,4.850253,-20.99928,1.1716257,9.925804,-10.954166
6896055761982639362,-6.1186743,20.891325,8.034596,6.1972647,33.31954,4.9250884,2.3230014,21.812824,18.110819,4.323416,6.971142,3.1929507,-3.572833,24.400955,11.960647,4.880415,-21.012861,1.2405169,9.898248,-10.909507
6896446483080482050,-6.1788197,19.987682,8.881709,5.988191,33.354843,5.509223,2.5470095,21.858986,18.192083,4.9168754,6.532952,3.1181242,-3.3621497,24.853624,12.320835,5.5183363,-20.696552,1.1403266,10.257988,-11.081985
6896455617523813633,-6.3716145,20.452742,8.295475,6.1099906,33.366116,4.8202667,2.4272323,22.21592,17.741817,4.514043,6.1623464,3.085829,-3.4226189,24.70581,11.876153,5.0246725,-20.204857,1.2077869,9.640826,-11.263378
6897900291631402242,-6.148235,20.459227,8.167336,6.175503,33.143234,4.150362,2.5223725,22.348076,17.577114,5.0800824,6.300758,3.1617942,-3.3267753,24.934202,11.719453,5.175888,-20.491554,0.6938217,9.901843,-11.00342
6899015791086210306,-6.2507243,20.236311,7.9910774,6.0694895,33.37285,4.748592,1.7949753,22.136099,17.401913,4.6374626,5.976029,3.5517278,-3.7165065,24.498919,11.4686575,4.915052,-19.902006,0.92492086,9.567297,-11.34427
6913929490305420545,-6.187052,19.94524,8.402654,5.965491,33.176865,4.862811,2.2174482,22.100157,17.448833,5.171685,6.07214,3.2412107,-3.388508,25.005112,11.890876,5.2191687,-19.992826,0.88644874,9.957647,-11.267074
6918691694791691525,-6.0571246,19.890636,8.998934,5.9500866,33.100216,5.281582,2.70558,21.881336,18.044579,5.332491,6.630591,2.9529865,-3.1901898,25.193756,12.445885,5.6350803,-20.681961,1.0039616,10.541081,-10.978481
6919824999914245381,-6.266767,20.40496,8.345121,6.161065,33.23201,4.4175463,2.386465,22.427761,17.590729,4.765976,6.028748,3.2014048,-3.4537222,24.739933,11.649238,5.2071376,-20.291052,0.98003465,9.745705,-11.065749
6919872357288971521,-6.015748,20.472267,8.276686,6.110749,33.094166,4.686878,2.4906323,21.946875,17.830355,5.042265,6.766741,3.09931,-3.3510363,24.887966,12.047856,5.16394,-20.818045,0.931002,10.179437,-10.867313
6921227616347327749,-6.4191637,20.191702,8.037676,6.010901,33.48766,4.989741,1.902184,22.091959,17.50023,4.450488,5.9172583,3.415435,-3.618729,24.56365,11.634844,4.829777,-19.696718,1.034644,9.447721,-11.615166
6921604099553119494,-6.3346195,20.253975,7.9369164,5.9860253,33.427177,5.100737,1.8564386,21.919327,17.491858,4.499839,6.112242,3.4052691,-3.6191304,24.570261,11.7374115,4.753388,-19.810867,1.137486,9.521684,-11.53658
6921676134212029701,-6.30499,20.43973,8.148161,6.1596828,33.30091,4.2925744,2.6362886,22.398384,17.61109,4.9524236,6.116996,3.1088057,-3.266176,24.935522,11.779914,5.1316175,-20.363758,0.8218454,9.677676,-11.166463
6922868220890254597,-6.0353613,20.66806,8.000883,6.1508,33.440224,5.2857604,2.136824,21.60202,18.136549,4.4852343,6.9964366,3.4061334,-3.6887665,24.299528,11.9826975,4.9118404,-21.099188,1.198408,9.922386,-10.871596
6926459852134845701,-6.400373,20.344624,8.071771,6.084635,33.417244,4.6110435,2.4058006,22.238297,17.618406,4.7143793,6.0805483,3.1760085,-3.352642,24.833317,11.790983,4.9522386,-20.059649,0.8765312,9.558311,-11.454211
6927547229486058757,-5.8146095,20.21515,8.239773,6.08004,32.91844,4.397442,2.4790235,21.984995,17.538893,5.723058,6.7017255,3.2139819,-3.2777753,25.161245,11.987575,5.3528743,-20.860806,0.60520566,10.390161,-10.688906
6927665892457237765,-6.2965093,20.424488,8.221091,6.176921,33.376785,4.5106726,2.6957052,22.411547,17.626947,4.9827924,5.9944024,3.1379263,-3.302223,24.84072,11.824374,5.218627,-20.542229,1.080086,9.581691,-10.9705105
6927911225066130693,-6.165724,20.298641,8.337473,6.0313582,33.112553,4.880084,2.3625088,22.044939,17.529951,4.94306,6.314509,3.0379274,-3.3721826,24.926252,12.016176,5.0645485,-20.219193,1.2153158,9.927903,-11.076202
6934012329067597061,-5.895366,20.01124,7.7723637,6.0094643,33.189777,4.6781487,1.6168257,21.832384,17.198587,5.3829207,6.2986484,3.7548041,-3.7162435,24.694866,11.514532,4.956062,-20.178501,0.5561082,9.925576,-11.080835
6935817751898426629,-5.825963,20.295343,8.197862,6.110123,32.944054,4.3333397,2.5200808,22.006186,17.585426,5.667566,6.7394376,3.2096431,-3.2734776,25.129345,11.969223,5.330952,-20.923748,0.5909377,10.357928,-10.6783495
6940187794534960389,-6.5329576,20.296827,8.15092,5.989334,33.488285,5.0730186,2.0578861,22.035114,17.728333,4.1679335,6.1171355,3.19178,-3.5117447,24.634794,11.820236,4.752571,-19.6289,1.0610973,9.519065,-11.831498
6940653001791130885,-5.8594313,19.630081,8.927684,5.8264623,32.92929,5.551271,2.5209825,21.652666,17.6925,5.8515663,6.608009,3.0368881,-3.1939604,25.359505,12.560897,5.649603,-20.623844,1.1568328,10.6657505,-10.793659
6943534360066804998,-6.0647407,20.450628,8.212367,6.171674,33.063866,4.1447186,2.5584908,22.294258,17.59597,5.2124953,6.4282465,3.1380208,-3.3007,24.992844,11.782791,5.231607,-20.630926,0.66726476,10.044554,-10.89124
6943540424141491461,-5.9487734,20.192368,7.978273,6.106639,33.174034,4.4452276,2.2514408,22.102888,17.361115,5.536669,6.2692847,3.457789,-3.4450877,24.895529,11.707379,5.1959214,-20.614439,0.69384706,9.920061,-10.805301
6944298636553604358,-6.1503043,20.814306,8.0471325,6.0718193,33.28907,5.3527513,1.894627,21.548878,18.090588,3.948258,7.062229,3.2474515,-3.7368207,24.259848,12.002796,4.6759195,-20.61571,1.4325237,9.938008,-11.189739
6945377653587266822,-6.1923165,20.478325,8.1784315,6.168418,33.18314,4.2274184,2.714792,22.348486,17.62389,5.1286044,6.2936378,3.059927,-3.2192652,25.01797,11.856198,5.192664,-20.577774,0.79802793,9.850335,-10.9924965
6946128715000663301,-6.395925,20.48383,8.139096,6.1725426,33.4485,4.5005336,2.5732398,22.397125,17.697025,4.690545,6.013758,3.1685112,-3.3556428,24.7412,11.743818,5.0812135,-20.359867,0.9969094,9.4953575,-11.211825
6952049416425590022,-5.90999,20.06335,7.968637,6.0625873,33.16414,4.5610776,1.7937313,21.961512,17.333418,5.3412604,6.32603,3.6627917,-3.6736016,24.714634,11.52905,5.098593,-20.305517,0.5263817,10.015096,-11.00203
6955364241213771014,-5.9202704,20.235044,7.759835,6.013959,33.42095,5.4998765,1.3264818,21.407158,17.648369,4.6629343,6.7051754,3.8771317,-4.022048,24.132113,11.631626,4.7361474,-20.504599,1.0170995,9.850236,-11.051257
6958338154617228549,-5.873688,20.146555,8.3641405,5.906369,33.053963,5.6750503,2.0236397,21.389626,17.765158,5.084021,6.929865,3.2323327,-3.5420017,24.767124,12.313052,5.0664477,-20.713055,1.3685963,10.345685,-10.834509
6958424996964355334,-6.2043443,19.897017,8.2351,5.893569,33.273613,5.2500434,1.8795414,21.820644,17.448942,4.9349422,6.170556,3.3667083,-3.544159,24.827496,11.89918,4.9771266,-19.78106,0.97581106,9.876782,-11.47219
6958797242429934854,-5.7787175,20.029331,7.6212873,5.936803,33.270355,5.349293,1.2113311,21.331,17.370352,5.131763,6.694755,3.9550111,-3.955639,24.370607,11.63136,4.7476287,-20.383535,0.80193496,9.993287,-11.044458
6959192993014287622,-6.159376,20.59486,8.248963,6.228702,33.164215,4.2198234,2.5758698,22.416952,17.654963,4.918689,6.2661543,3.1433122,-3.3816051,24.7825,11.703215,5.2215447,-20.695492,0.9318141,9.833954,-10.814344
6963197595422346502,-5.86981,20.550045,7.824746,6.106629,33.289764,5.152833,1.6502267,21.477768,17.894596,4.607894,7.0667014,3.660095,-3.883815,24.215485,11.733354,4.790978,-20.926308,0.93513846,10.056322,-10.872379
6963263758630194437,-5.9698224,20.490648,7.861084,6.058169,33.304874,5.176387,1.7842373,21.498922,17.89275,4.6109757,6.993471,3.5285091,-3.746819,24.382055,11.859624,4.7813234,-20.73464,0.94157314,10.024313,-11.067927
6969101040918465798,-5.9144907,20.062263,7.645651,5.961788,33.311954,5.134768,1.1349983,21.500652,17.379221,4.850859,6.5478806,3.9569774,-3.996462,24.312695,11.449415,4.689783,-20.074583,0.6442157,9.892088,-11.29582
6972416280762649861,-5.9471664,20.022758,8.462531,5.86779,33.03143,5.629985,2.1592207,21.497162,17.673628,5.2099366,6.741892,3.1246755,-3.41702,24.956118,12.375449,5.130476,-20.51117,1.3599329,10.319204,-10.940703
6979673025503366405,-6.0318975,20.832422,7.919913,6.192198,33.355057,4.9850965,2.1771004,21.695854,18.108187,4.4318585,7.052057,3.3570402,-3.656274,24.320883,11.90606,4.865057,-21.133976,1.1287487,9.9292,-10.84965
6980696986135710981,-5.9209666,19.885622,8.203057,5.9439054,33.038197,4.8028827,1.9318552,21.822672,17.368902,5.4733424,6.4413958,3.433325,-3.4983065,25.004694,11.843091,5.1552706,-20.149166,0.59320325,10.245556,-11.136827
6982843678305897734,-6.0542965,20.662682,8.027296,6.1249967,33.364307,5.2063813,2.0905983,21.615038,18.09748,4.435951,7.0047836,3.3508573,-3.6704488,24.353556,11.97389,4.8662086,-20.947731,1.1577221,9.970609,-10.962877
6994481888182144262,-5.846069,20.03034,7.6545873,5.9474044,33.28254,5.2465672,1.078526,21.41617,17.368872,4.92503,6.612427,3.9946246,-4.032438,24.289434,11.48249,4.709024,-20.162783,0.7013325,9.955259,-11.19904
6994839726846971142,-5.905969,20.000902,8.48779,5.852722,33.005917,5.7264824,2.1210926,21.43671,17.675274,5.243878,6.7864923,3.1403718,-3.4390526,24.939621,12.4084015,5.1456556,-20.572365,1.4207488,10.368048,-10.875225
7001054542804667653,-5.864087,20.251305,8.364411,6.0819917,32.91593,4.476926,2.5778022,22.022942,17.600723,5.6198955,6.6760507,3.1107683,-3.2428548,25.1662,12.060705,5.3816,-20.860313,0.7549692,10.379935,-10.675082
7001083090462346501,-6.058526,20.74633,7.7803664,6.130882,33.40806,5.1746945,1.836188,21.56948,17.99747,4.2717023,6.9815497,3.5102458,-3.7998908,24.186258,11.803244,4.695721,-20.838892,1.1534657,9.824381,-11.039769
7004414493086240006,-6.0973277,20.515078,8.187015,6.2243633,33.132824,4.0982375,2.6762245,22.438896,17.547556,5.2407312,6.2339473,3.1530309,-3.2961547,24.932505,11.727269,5.2841644,-20.764265,0.81731665,9.863514,-10.734502
7007863408129215749,-5.971763,20.682196,8.158751,6.06013,33.10185,5.204911,2.287719,21.538244,18.03576,4.650531,7.1972475,3.088961,-3.4672074,24.66125,12.250651,4.930246,-20.988995,1.3002812,10.235215,-10.8723755
7012661937477537030,-6.213054,20.502495,8.090368,6.165614,33.22301,4.2656217,2.323659,22.280996,17.634827,4.782344,6.3182654,3.2439885,-3.4416816,24.762371,11.637078,5.04125,-20.351973,0.70826644,9.811136,-11.171279
7013121880366255365,-5.9051614,20.10314,7.6751738,5.9528327,33.31848,5.2508507,1.1664177,21.39598,17.522285,4.7769732,6.726832,3.9165988,-3.9831946,24.297558,11.549304,4.673256,-20.196539,0.6608257,9.97155,-11.299993
7014030961486630149,-5.848202,20.171282,7.5617905,5.9819884,33.332,5.3010473,1.0726678,21.379023,17.431498,4.7884955,6.6875086,4.0117483,-4.0781326,24.163246,11.472558,4.6322603,-20.311712,0.8094029,9.873797,-11.127616
7018383080205356293,-6.1965075,20.571836,8.262712,6.207042,33.14763,4.1694117,2.5189517,22.40777,17.678957,4.8295884,6.30311,3.1274033,-3.377199,24.813698,11.685081,5.183859,-20.529255,0.81285137,9.880909,-10.983931
7018826174767942918,-6.1774898,20.19,8.219625,6.050055,33.263866,4.824673,2.3738742,22.099886,17.492924,5.1131797,6.1493444,3.1953402,-3.3794339,24.910624,11.926133,5.1200023,-20.252966,1.0630751,9.79209,-11.093128
7019307301299424518,-6.3216157,20.571043,8.296186,6.176482,33.32969,4.6369076,2.592398,22.31568,17.775177,4.6179123,6.200877,3.0564983,-3.3783045,24.712006,11.858837,5.105175,-20.507475,1.1963941,9.659183,-11.0386505
7019559155425955077,-6.022859,20.679823,7.918053,6.0807095,33.31336,5.28428,2.0292933,21.4921,18.03049,4.4664497,7.098258,3.3454285,-3.6501215,24.398352,12.041145,4.7817287,-20.91676,1.2223986,9.991956,-10.994136
7020800251950927109,-5.9037285,19.903301,8.591089,5.935321,32.929512,5.02442,2.486723,21.890543,17.49849,5.736784,6.456395,3.0918307,-3.2331858,25.257215,12.25196,5.4602385,-20.582844,1.0367376,10.389852,-10.765628
7022596866374192390,-6.1229997,20.049488,8.36515,5.974478,33.134342,4.9328866,2.3787913,21.987982,17.492493,5.26507,6.2753882,3.107454,-3.306742,25.083616,12.0769825,5.1758695,-20.188404,1.0151641,10.021591,-11.132095
7023313220278553862,-5.833732,20.13911,8.44048,5.9340134,33.088497,5.6510077,2.065052,21.354664,17.95238,5.0930495,7.095356,3.2714934,-3.553751,24.744648,12.327031,5.1632166,-20.883951,1.196384,10.487155,-10.821516
7025927416061250821,-6.13792,19.913292,8.430772,5.908678,33.127403,5.08776,2.3339355,21.886377,17.505222,5.286725,6.3080163,3.077796,-3.2781363,25.170637,12.174481,5.1677537,-20.017061,0.9772434,10.103834,-11.285731
7026756047805205766,-6.266625,20.595072,8.207737,6.1733685,33.205177,4.480906,2.2818615,22.337412,17.582842,4.5382595,6.160109,3.171983,-3.522838,24.608389,11.63645,5.003963,-20.318539,1.1339763,9.672739,-11.037813
7026774067223055621,-6.414172,20.185059,8.051433,5.9920645,33.458313,5.0271115,1.8165089,22.042091,17.499765,4.379891,5.9665256,3.4137626,-3.650309,24.551168,11.635309,4.7919726,-19.59715,1.0350732,9.494645,-11.678752
7028978217117682949,-5.9021654,20.013954,7.941573,5.993349,33.13506,4.741963,1.6877849,21.76305,17.376442,5.282617,6.5102916,3.6365016,-3.6722536,24.756453,11.635756,4.990181,-20.184433,0.48984215,10.117946,-11.168186
7033466696245497093,-6.116337,19.982992,9.007718,5.940133,33.153946,5.5125837,2.6499538,21.795536,18.142942,5.051576,6.6860485,2.9198997,-3.245545,25.064888,12.503293,5.5416446,-20.659704,1.2204276,10.473653,-11.035608
7036035511869246725,-6.0628567,20.49265,7.8247523,5.998947,33.343258,5.366208,1.7188661,21.432726,17.884127,4.4267035,6.931902,3.4933739,-3.731505,24.372494,11.935544,4.6924553,-20.531883,1.1296912,9.924258,-11.250113
7036282180816932102,-6.1798353,20.500332,8.117366,5.985424,33.33331,5.5084896,1.9275676,21.485987,18.040018,4.224576,6.944695,3.2458918,-3.6376803,24.460894,12.108553,4.738649,-20.411533,1.2673578,9.983744,-11.365555
7036326405155638533,-5.9994125,19.949278,8.396637,5.972979,33.009995,4.7832093,1.8823351,21.985142,17.386639,5.186886,6.2859488,3.3906972,-3.5776334,24.878937,11.735903,5.2011423,-20.025087,0.75247157,10.19878,-11.128699
7036807584111709445,-5.8214426,20.21647,8.1973295,6.0779185,32.931854,4.403804,2.4121673,21.970974,17.511662,5.6813183,6.6883826,3.2420435,-3.3093755,25.130043,11.952075,5.30452,-20.78401,0.593087,10.357836,-10.732117
7037532518978964741,-6.5574417,20.336243,8.190601,5.9964037,33.478954,5.070001,2.1692507,22.061993,17.753828,4.1617365,6.1238704,3.1020262,-3.4569342,24.680483,11.884665,4.7594094,-19.653,1.1261089,9.512289,-11.815906
7037757089799818502,-6.270183,20.712095,8.163431,6.146129,33.4523,5.194,2.4536266,21.918318,18.018427,4.3786597,6.569994,3.1251915,-3.4993043,24.467209,12.060769,4.954874,-20.782362,1.5313767,9.662318,-10.991208
7037974894553894150,-6.291744,20.542744,8.16386,6.197429,33.395485,4.5387025,2.5668638,22.342329,17.735975,4.7523403,6.1366153,3.1985729,-3.3983097,24.6806,11.765009,5.1401715,-20.61084,1.0778985,9.592037,-10.994154
7038189746484563205,-5.9806294,19.919762,7.94565,6.001777,33.171307,4.577364,1.7418896,21.993633,17.166155,5.400658,6.1141953,3.6519718,-3.6335447,24.824852,11.52068,5.0557346,-19.967884,0.51511043,9.924203,-11.191744
7038638363686997254,-5.992911,19.953274,8.229276,5.9552145,33.048923,4.771841,2.1194506,21.90043,17.377058,5.442039,6.3811545,3.2937036,-3.397872,25.082573,11.924301,5.1466804,-20.138226,0.69907147,10.166843,-11.150767
7038692809985051909,-6.3295054,20.445963,8.11298,6.161461,33.328407,4.2692833,2.6656349,22.409018,17.61672,4.9485254,6.1037984,3.1020486,-3.243931,24.950535,11.78172,5.1102176,-20.350569,0.79063183,9.640416,-11.207608
7038707297396198661,-6.144677,20.057802,7.896596,5.997904,33.311943,4.810295,1.5418068,21.947767,17.292719,4.8154316,6.0863914,3.680086,-3.776791,24.549583,11.447752,4.8502483,-19.7522,0.71661425,9.711741,-11.438201
