id,aspect_ratio,video_duration,release_year,text_len,nb_hashtags,nb_emojis,nb_mentions,hashtag_density,emoji_density,feat_meteo,feat_cta,feat_action,lang_lang_detected_de,lang_lang_detected_en,lang_lang_detected_es,lang_lang_detected_fr,lang_lang_detected_it,lang_lang_detected_unknown
7486138878026321174,0.56,13,2025,255,4,2,3,0.015625,0.0078125,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0
7483898615803612418,0.56,6,2025,178,4,1,4,0.0223463687150838,0.00558659217877095,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7480918194438278422,0.56,10,2025,178,5,2,4,0.027932960893854747,0.0111731843575419,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7480563839319264534,0.56,11,2025,193,4,1,3,0.020618556701030927,0.005154639175257732,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7471286673494527254,0.56,13,2025,161,3,1,3,0.018518518518518517,0.006172839506172839,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0
7470532387223407904,0.56,11,2025,530,5,3,2,0.009416195856873822,0.005649717514124294,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7468709057516326177,0.56,9,2025,341,6,2,2,0.017543859649122806,0.005847953216374269,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7468323433714126112,0.56,13,2025,235,5,2,3,0.0211864406779661,0.00847457627118644,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0
7466109584952855840,0.56,7,2025,201,6,2,3,0.0297029702970297,0.009900990099009901,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0
7463198577188146464,0.56,14,2025,574,6,0,4,0.010434782608695653,0.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0
7458328611213298976,0.56,12,2025,162,5,1,2,0.03067484662576687,0.006134969325153374,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0
7451579890048027937,0.56,9,2024,279,5,2,2,0.017857142857142856,0.007142857142857143,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7443846446362774817,0.56,12,2024,348,6,6,2,0.017191977077363897,0.017191977077363897,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7436439641298865441,0.56,9,2024,48,3,2,0,0.061224489795918366,0.04081632653061224,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7423318018853178657,0.56,11,2024,115,5,2,2,0.04310344827586207,0.017241379310344827,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7414073681992895776,0.56,11,2024,189,10,2,0,0.05263157894736842,0.010526315789473684,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7397062762150513952,0.56,10,2024,92,2,4,1,0.021505376344086023,0.043010752688172046,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7395189160081935649,0.56,14,2024,127,1,1,0,0.0078125,0.0078125,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7350221322317761825,0.56,8,2024,141,2,0,0,0.014084507042253521,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7343530174526377249,0.56,14,2024,81,4,3,0,0.04878048780487805,0.036585365853658534,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7336238126651706656,0.56,10,2024,60,5,1,0,0.08196721311475409,0.01639344262295082,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7329933240775527713,0.56,13,2024,287,4,1,3,0.013888888888888888,0.003472222222222222,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7329526946751089953,0.56,12,2024,111,5,0,0,0.044642857142857144,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7316851921288006944,0.56,13,2023,578,29,4,4,0.05008635578583765,0.0069084628670120895,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7300927450463194400,0.56,14,2023,133,5,3,0,0.03731343283582089,0.022388059701492536,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7297177472615861536,0.56,10,2023,128,7,2,2,0.05426356589147287,0.015503875968992248,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7296855348714016033,0.56,8,2023,80,6,2,0,0.07407407407407407,0.024691358024691357,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7290823677195603233,0.56,7,2023,119,5,1,0,0.041666666666666664,0.008333333333333333,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7261565962875358491,0.56,10,2023,150,5,1,2,0.033112582781456956,0.006622516556291391,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7260104911830945051,0.56,13,2023,218,5,1,3,0.0228310502283105,0.0045662100456621,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0
7257874855037586714,0.56,14,2023,151,6,2,2,0.039473684210526314,0.013157894736842105,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
7210751695771553030,0.56,10,2023,147,5,3,3,0.033783783783783786,0.02027027027027027,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7193808719287766278,0.56,8,2023,123,3,2,2,0.024193548387096774,0.016129032258064516,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7192709681280781574,0.56,9,2023,94,5,3,2,0.05263157894736842,0.031578947368421054,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
7191884217595219206,0.56,9,2023,69,4,2,0,0.05714285714285714,0.02857142857142857,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7190283346373610757,0.56,6,2023,123,5,2,2,0.04032258064516129,0.016129032258064516,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7184460864404229381,0.56,7,2023,106,1,2,2,0.009345794392523364,0.018691588785046728,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7183681305203330309,0.56,14,2023,111,2,1,0,0.017857142857142856,0.008928571428571428,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7171449726158589189,0.56,6,2022,89,6,2,0,0.06666666666666667,0.022222222222222223,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0
7168916057166597382,0.56,7,2022,96,3,3,2,0.030927835051546393,0.030927835051546393,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7164397666472873222,0.56,7,2022,68,4,1,0,0.057971014492753624,0.014492753623188406,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7161354120849427717,0.56,7,2022,66,4,3,0,0.05970149253731343,0.04477611940298507,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
7143175958978186502,0.56,10,2022,85,3,5,2,0.03488372093023256,0.05813953488372093,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
7132514036276628742,0.56,9,2022,96,3,1,2,0.030927835051546393,0.010309278350515464,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7124374690520419590,0.56,6,2022,83,7,1,0,0.08333333333333333,0.011904761904761904,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7094270154275605765,0.56,9,2022,89,4,2,1,0.044444444444444446,0.022222222222222223,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
6958338154617228549,0.79,14,2021,123,7,0,0,0.056451612903225805,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
6955364241213771014,0.56,11,2021,96,5,2,0,0.05154639175257732,0.020618556701030927,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
6921604099553119494,0.56,14,2021,110,2,3,2,0.018018018018018018,0.02702702702702703,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
7604808799404264726,0.56,11,2026,74,5,3,0,0.06666666666666667,0.04,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7603273994216738070,0.56,11,2026,515,5,6,2,0.009689922480620155,0.011627906976744186,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
7596993704146046230,0.56,9,2026,142,4,0,0,0.027972027972027972,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7593041331174362390,0.56,13,2026,115,5,1,0,0.04310344827586207,0.008620689655172414,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7589754729350155542,0.56,14,2025,352,5,0,0,0.014164305949008499,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7587308013363449121,0.56,12,2025,204,4,4,0,0.01951219512195122,0.01951219512195122,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7583720650200730902,0.56,14,2025,125,3,0,0,0.023809523809523808,0.0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7577768828214512918,0.56,9,2025,98,3,0,0,0.030303030303030304,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0
7575831202117045526,0.56,7,2025,289,5,2,0,0.017241379310344827,0.006896551724137931,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7574767270392532246,0.56,13,2025,178,5,3,0,0.027932960893854747,0.01675977653631285,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7572922723836431638,0.56,9,2025,132,5,1,0,0.03759398496240601,0.007518796992481203,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7569206708090850582,0.56,13,2025,210,4,0,0,0.018957345971563982,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7568382003330993430,0.56,8,2025,108,3,0,0,0.027522935779816515,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7566297785914412310,0.56,6,2025,133,4,0,0,0.029850746268656716,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
7563724139240885526,0.56,8,2025,86,3,1,0,0.034482758620689655,0.011494252873563218,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7556661292233379075,0.56,9,2025,277,4,1,0,0.014388489208633094,0.0035971223021582736,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7553924193562266902,0.56,13,2025,168,3,2,0,0.01775147928994083,0.011834319526627219,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7553554500972367107,0.56,9,2025,362,4,3,0,0.011019283746556474,0.008264462809917356,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7545446733921209622,0.56,14,2025,443,5,2,0,0.01126126126126126,0.0045045045045045045,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7537707440142454038,0.56,12,2025,459,5,6,0,0.010869565217391304,0.013043478260869565,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7480851478555659543,0.57,10,2025,88,5,0,0,0.056179775280898875,0.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7478288153153916182,0.56,10,2025,61,4,2,0,0.06451612903225806,0.03225806451612903,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7476404323317222658,0.56,10,2025,85,6,0,0,0.06976744186046512,0.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7474625701350509846,0.56,8,2025,100,4,0,0,0.039603960396039604,0.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7473095088948759830,0.56,9,2025,58,3,1,0,0.05084745762711865,0.01694915254237288,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7471251146288418070,0.56,8,2025,54,3,1,0,0.05454545454545454,0.01818181818181818,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0
7468715378743528736,0.56,8,2025,293,8,2,0,0.027210884353741496,0.006802721088435374,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0
7467231080735690017,0.56,13,2025,316,8,2,0,0.025236593059936908,0.006309148264984227,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7466117788898315552,0.56,12,2025,247,9,4,0,0.036290322580645164,0.016129032258064516,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7465375886779403552,0.56,8,2025,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
7463520186876939552,0.56,14,2025,294,8,4,0,0.02711864406779661,0.013559322033898305,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7458325240628661537,0.56,13,2025,432,11,2,0,0.025404157043879907,0.004618937644341801,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7456840693982465312,0.56,9,2025,302,9,3,0,0.0297029702970297,0.009900990099009901,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7454985264952266016,0.56,11,2025,384,11,3,0,0.02857142857142857,0.007792207792207792,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7452758752337399073,0.56,9,2024,305,8,3,0,0.026143790849673203,0.00980392156862745,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7452387800818666785,0.56,7,2024,313,8,3,0,0.025477707006369428,0.009554140127388535,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7449430237114404128,0.56,9,2024,317,10,3,0,0.031446540880503145,0.009433962264150943,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7444595106025442593,0.56,8,2024,354,10,3,0,0.028169014084507043,0.008450704225352112,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7441626192760884513,0.56,9,2024,518,11,4,0,0.02119460500963391,0.007707129094412331,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0
7440465091817999649,0.56,11,2024,152,6,3,0,0.0392156862745098,0.0196078431372549,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7437536576072125728,0.56,12,2024,283,9,1,0,0.03169014084507042,0.0035211267605633804,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7436650165861141792,0.56,10,2024,147,6,5,0,0.04054054054054054,0.033783783783783786,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
7436403924350864672,0.56,10,2024,178,8,2,0,0.0446927374301676,0.0111731843575419,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7436044441170857249,0.56,11,2024,341,11,2,0,0.03216374269005848,0.005847953216374269,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7434931188642352417,0.56,9,2024,357,11,2,0,0.030726256983240222,0.00558659217877095,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0
7433817907278269729,0.56,11,2024,271,11,1,0,0.04044117647058824,0.003676470588235294,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
