video_id,aspect_ratio,video_duration,release_year,text_len,nb_hashtags,nb_emojis,hashtag_density,emoji_density,sentiment_score,sentiment_abs,lang_lang_detected_en,up_uploader_alpedhuez,up_uploader_avoriaz,up_uploader_baqueiraberetoficial,up_uploader_chamonix_montblanc_off,up_uploader_crans_montana,up_uploader_davosklosters,up_uploader_grandvalira_andorra,up_uploader_kitzbuehel_official,up_uploader_lech_zuers,up_uploader_megeve_officiel,up_uploader_stanton_arlberg_official,up_uploader_tignesofficiel,up_uploader_val_thorens
7535846060476976406,0.56,12,2025,174,4,1,0.0228571428571428,0.0057142857142857,0.625,0.625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535476048444558614,0.56,8,2025,459,4,8,0.008695652173913,0.017391304347826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535123405562006806,0.56,6,2025,422,4,3,0.0094562647754137,0.0070921985815602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7533124404062981398,0.56,8,2025,175,4,2,0.0227272727272727,0.0113636363636363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7532382235463339286,0.56,14,2025,192,4,1,0.0207253886010362,0.005181347150259,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7528433357093358870,0.56,11,2025,762,4,5,0.0052424639580602,0.0065530799475753,0.3121428571428571,0.3121428571428571,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7510479503592901910,0.56,14,2025,142,4,1,0.0279720279720279,0.0069930069930069,0.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7509512878026788118,0.56,11,2025,543,4,8,0.0073529411764705,0.0147058823529411,-0.025,0.025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7504668782045039894,0.56,6,2025,286,4,3,0.0139372822299651,0.0104529616724738,0.2678571428571428,0.2678571428571428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7495322095065238806,0.56,7,2025,377,4,2,0.0105820105820105,0.0052910052910052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7494238893546474774,0.56,12,2025,124,4,1,0.032,0.008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7490222588883422486,0.56,8,2025,182,4,1,0.0218579234972677,0.0054644808743169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7488220279244623126,0.56,6,2025,290,4,3,0.0137457044673539,0.0103092783505154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7486138878026321174,0.56,13,2025,255,4,2,0.015625,0.0078125,0.125,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7483898615803612418,0.56,6,2025,178,4,1,0.0223463687150838,0.0055865921787709,0.33125,0.33125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7480918194438278422,0.56,10,2025,178,5,2,0.0279329608938547,0.0111731843575419,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7480563839319264534,0.56,11,2025,193,4,1,0.0206185567010309,0.0051546391752577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7471286673494527254,0.56,13,2025,161,3,1,0.0185185185185185,0.0061728395061728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7470532387223407904,0.56,11,2025,530,5,3,0.0094161958568738,0.0056497175141242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468709057516326177,0.56,9,2025,341,6,2,0.0175438596491228,0.0058479532163742,-0.0125,0.0125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468323433714126112,0.56,13,2025,235,5,2,0.0211864406779661,0.0084745762711864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7466109584952855840,0.56,7,2025,201,6,2,0.0297029702970297,0.0099009900990099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7463198577188146464,0.56,14,2025,574,6,0,0.0104347826086956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7458328611213298976,0.56,12,2025,162,5,1,0.0306748466257668,0.0061349693251533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7451579890048027937,0.56,9,2024,279,5,2,0.0178571428571428,0.0071428571428571,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7443846446362774817,0.56,12,2024,348,6,6,0.0171919770773638,0.0171919770773638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7436439641298865441,0.56,9,2024,48,3,2,0.0612244897959183,0.0408163265306122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7423318018853178657,0.56,11,2024,115,5,2,0.043103448275862,0.0172413793103448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7414073681992895776,0.56,11,2024,189,10,2,0.0526315789473684,0.0105263157894736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7397062762150513952,0.56,10,2024,92,2,4,0.021505376344086,0.043010752688172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7395189160081935649,0.56,14,2024,127,1,1,0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7350221322317761825,0.56,8,2024,141,2,0,0.0140845070422535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7343530174526377249,0.56,14,2024,81,4,3,0.048780487804878,0.0365853658536585,0.3,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7336238126651706656,0.56,10,2024,60,5,1,0.081967213114754,0.0163934426229508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7329933240775527713,0.56,13,2024,287,4,1,0.0138888888888888,0.0034722222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7329526946751089953,0.56,12,2024,111,5,0,0.0446428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7316851921288006944,0.56,13,2023,578,29,4,0.0500863557858376,0.006908462867012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7300927450463194400,0.56,14,2023,133,5,3,0.0373134328358208,0.0223880597014925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7297177472615861536,0.56,10,2023,128,7,2,0.0542635658914728,0.0155038759689922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7296855348714016033,0.56,8,2023,80,6,2,0.074074074074074,0.0246913580246913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7290823677195603233,0.56,7,2023,119,5,1,0.0416666666666666,0.0083333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7261565962875358491,0.56,10,2023,150,5,1,0.0331125827814569,0.0066225165562913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7260104911830945051,0.56,13,2023,218,5,1,0.0228310502283105,0.0045662100456621,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7257874855037586714,0.56,14,2023,151,6,2,0.0394736842105263,0.0131578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7210751695771553030,0.56,10,2023,147,5,3,0.0337837837837837,0.0202702702702702,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7193808719287766278,0.56,8,2023,123,3,2,0.0241935483870967,0.0161290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7192709681280781574,0.56,9,2023,94,5,3,0.0526315789473684,0.031578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
